Reconstruction lambda,SNR,Data length,Log MSE on Weights
0.01,100,1,4.5542
0.01,100,51,1.2456
0.01,100,101,1.2454
0.01,100,151,1.5704
0.01,100,201,1.0114
0.01,100,251,0.73168
0.01,100,301,1.0765
0.01,100,351,1.0783
0.01,100,401,1.0811
0.01,100,451,1.049
0.01,100,501,0.038561
0.01,100,551,0.038094
0.01,100,601,0.037868
0.01,100,651,0.037877
0.01,100,701,0.037739
0.01,100,751,0.037608
0.01,100,801,0.03749
0.01,100,851,0.037353
0.01,100,901,0.037209
0.01,100,951,0.037067
