Reconstruction lambda,SNR,Data length,RNMSE1,RNMSE2,Sparsity
0.005,0,1,Ill-conditioned
0.005,0,2,Ill-conditioned
0.005,0,3,Ill-conditioned
0.005,0,4,Ill-conditioned
0.005,0,5,Ill-conditioned
0.005,0,6,Ill-conditioned
0.005,0,7,Ill-conditioned
0.005,0,8,Ill-conditioned
0.005,0,9,Ill-conditioned
0.005,0,10,Ill-conditioned
0.005,0,11,Ill-conditioned
0.005,0,12,Ill-conditioned
0.005,0,13,Ill-conditioned
0.005,0,14,Ill-conditioned
0.005,0,15,Ill-conditioned
0.005,0,16,Ill-conditioned
0.005,0,17,Ill-conditioned
0.005,0,18,Ill-conditioned
0.005,0,19,Ill-conditioned
0.005,0,20,Ill-conditioned
0.005,0,21,Ill-conditioned
0.005,0,22,Ill-conditioned
0.005,0,23,Ill-conditioned
0.005,0,24,Ill-conditioned
0.005,0,25,Ill-conditioned
0.005,0,26,Ill-conditioned
0.005,0,27,Ill-conditioned
0.005,0,28,Ill-conditioned
0.005,0,29,Ill-conditioned
0.005,0,30,Ill-conditioned
0.005,0,31,Ill-conditioned
0.005,0,32,Ill-conditioned
0.005,0,33,Ill-conditioned
0.005,0,34,Ill-conditioned
0.005,0,35,Ill-conditioned
0.005,0,36,Ill-conditioned
0.005,0,37,Ill-conditioned
0.005,0,38,Ill-conditioned
0.005,0,39,Ill-conditioned
0.005,0,40,Ill-conditioned
0.005,0,41,Ill-conditioned
0.005,0,42,Ill-conditioned
0.005,0,43,Ill-conditioned
0.005,0,44,Ill-conditioned
0.005,0,45,Ill-conditioned
0.005,0,46,Ill-conditioned
0.005,0,47,Ill-conditioned
0.005,0,48,Ill-conditioned
0.005,0,49,Ill-conditioned
0.005,0,50,Ill-conditioned
0.005,0,51,Ill-conditioned
0.005,0,52,Ill-conditioned
0.005,0,53,Ill-conditioned
0.005,0,54,Ill-conditioned
0.005,0,55,Ill-conditioned
0.005,0,56,Ill-conditioned
0.005,0,57,Ill-conditioned
0.005,0,58,Ill-conditioned
0.005,0,59,Ill-conditioned
0.005,0,60,Ill-conditioned
0.005,0,61,Ill-conditioned
0.005,0,62,Ill-conditioned
0.005,0,63,Ill-conditioned
0.005,0,64,Ill-conditioned
0.005,0,65,Ill-conditioned
0.005,0,66,Ill-conditioned
0.005,0,67,Ill-conditioned
0.005,0,68,Ill-conditioned
0.005,0,69,Ill-conditioned
0.005,0,70,Ill-conditioned
0.005,0,71,Ill-conditioned
0.005,0,72,Ill-conditioned
0.005,0,73,Ill-conditioned
0.005,0,74,Ill-conditioned
0.005,0,75,Ill-conditioned
0.005,0,76,Ill-conditioned
0.005,0,77,Ill-conditioned
0.005,0,78,Ill-conditioned
0.005,0,79,Ill-conditioned
0.005,0,80,Ill-conditioned
0.005,0,81,Ill-conditioned
0.005,0,82,Ill-conditioned
0.005,0,83,Ill-conditioned
0.005,0,84,Ill-conditioned
0.005,0,85,Ill-conditioned
0.005,0,86,Ill-conditioned
0.005,0,87,Ill-conditioned
0.005,0,88,Ill-conditioned
0.005,0,89,Ill-conditioned
0.005,0,90,Ill-conditioned
0.005,0,91,Ill-conditioned
0.005,0,92,Ill-conditioned
0.005,0,93,Ill-conditioned
0.005,0,94,Ill-conditioned
0.005,0,95,Ill-conditioned
0.005,0,96,Ill-conditioned
0.005,0,97,Ill-conditioned
0.005,0,98,Ill-conditioned
0.005,0,99,Ill-conditioned
