Reconstruction lambda,SNR,Data length,RNMSE1,RNMSE2,Sparsity
0.005,0,100,Ill-conditioned
0.005,0,101,Ill-conditioned
0.005,0,102,Ill-conditioned
0.005,0,103,Ill-conditioned
0.005,0,104,Ill-conditioned
0.005,0,105,Ill-conditioned
0.005,0,106,Ill-conditioned
0.005,0,107,Ill-conditioned
0.005,0,108,Ill-conditioned
0.005,0,109,Ill-conditioned
0.005,0,110,Ill-conditioned
0.005,0,111,Ill-conditioned
0.005,0,112,Ill-conditioned
0.005,0,113,Ill-conditioned
0.005,0,114,Ill-conditioned
0.005,0,115,Ill-conditioned
0.005,0,116,Ill-conditioned
0.005,0,117,Ill-conditioned
0.005,0,118,Ill-conditioned
0.005,0,119,Ill-conditioned
0.005,0,120,Ill-conditioned
0.005,0,121,Ill-conditioned
0.005,0,122,Ill-conditioned
0.005,0,123,Ill-conditioned
0.005,0,124,Ill-conditioned
0.005,0,125,Ill-conditioned
0.005,0,126,Ill-conditioned
0.005,0,127,Ill-conditioned
0.005,0,128,Ill-conditioned
0.005,0,129,Ill-conditioned
0.005,0,130,Ill-conditioned
0.005,0,131,Ill-conditioned
0.005,0,132,Ill-conditioned
0.005,0,133,Ill-conditioned
0.005,0,134,Ill-conditioned
0.005,0,135,Ill-conditioned
0.005,0,136,Ill-conditioned
0.005,0,137,Ill-conditioned
0.005,0,138,Ill-conditioned
0.005,0,139,Ill-conditioned
0.005,0,140,Ill-conditioned
0.005,0,141,Ill-conditioned
0.005,0,142,Ill-conditioned
0.005,0,143,Ill-conditioned
0.005,0,144,Ill-conditioned
0.005,0,145,Ill-conditioned
0.005,0,146,Ill-conditioned
0.005,0,147,Ill-conditioned
0.005,0,148,Ill-conditioned
0.005,0,149,Ill-conditioned
0.005,0,150,Ill-conditioned
0.005,0,151,Ill-conditioned
0.005,0,152,Ill-conditioned
0.005,0,153,Ill-conditioned
0.005,0,154,Ill-conditioned
0.005,0,155,Ill-conditioned
0.005,0,156,Ill-conditioned
0.005,0,157,Ill-conditioned
0.005,0,158,Ill-conditioned
0.005,0,159,Ill-conditioned
0.005,0,160,Ill-conditioned
0.005,0,161,Ill-conditioned
0.005,0,162,Ill-conditioned
0.005,0,163,Ill-conditioned
0.005,0,164,Ill-conditioned
0.005,0,165,Ill-conditioned
0.005,0,166,Ill-conditioned
0.005,0,167,Ill-conditioned
0.005,0,168,Ill-conditioned
0.005,0,169,Ill-conditioned
0.005,0,170,Ill-conditioned
0.005,0,171,Ill-conditioned
0.005,0,172,Ill-conditioned
0.005,0,173,Ill-conditioned
0.005,0,174,Ill-conditioned
0.005,0,175,Ill-conditioned
0.005,0,176,Ill-conditioned
0.005,0,177,Ill-conditioned
0.005,0,178,Ill-conditioned
0.005,0,179,Ill-conditioned
0.005,0,180,Ill-conditioned
0.005,0,181,Ill-conditioned
0.005,0,182,Ill-conditioned
0.005,0,183,Ill-conditioned
0.005,0,184,Ill-conditioned
0.005,0,185,Ill-conditioned
0.005,0,186,Ill-conditioned
0.005,0,187,Ill-conditioned
0.005,0,188,Ill-conditioned
0.005,0,189,Ill-conditioned
0.005,0,190,Ill-conditioned
0.005,0,191,Ill-conditioned
0.005,0,192,Ill-conditioned
0.005,0,193,Ill-conditioned
0.005,0,194,Ill-conditioned
0.005,0,195,Ill-conditioned
0.005,0,196,Ill-conditioned
0.005,0,197,Ill-conditioned
0.005,0,198,Ill-conditioned
0.005,0,199,Ill-conditioned
0.005,0,200,Ill-conditioned
0.005,0,201,Ill-conditioned
0.005,0,202,Ill-conditioned
0.005,0,203,Ill-conditioned
0.005,0,204,Ill-conditioned
0.005,0,205,Ill-conditioned
0.005,0,206,Ill-conditioned
0.005,0,207,Ill-conditioned
0.005,0,208,Ill-conditioned
0.005,0,209,Ill-conditioned
0.005,0,210,Ill-conditioned
0.005,0,211,Ill-conditioned
0.005,0,212,Ill-conditioned
0.005,0,213,Ill-conditioned
0.005,0,214,Ill-conditioned
0.005,0,215,Ill-conditioned
0.005,0,216,Ill-conditioned
0.005,0,217,Ill-conditioned
0.005,0,218,Ill-conditioned
0.005,0,219,Ill-conditioned
0.005,0,220,Ill-conditioned
0.005,0,221,Ill-conditioned
0.005,0,222,Ill-conditioned
0.005,0,223,Ill-conditioned
0.005,0,224,Ill-conditioned
0.005,0,225,Ill-conditioned
0.005,0,226,Ill-conditioned
0.005,0,227,Ill-conditioned
0.005,0,228,Ill-conditioned
0.005,0,229,Ill-conditioned
0.005,0,230,Ill-conditioned
0.005,0,231,Ill-conditioned
0.005,0,232,Ill-conditioned
0.005,0,233,Ill-conditioned
0.005,0,234,Ill-conditioned
0.005,0,235,Ill-conditioned
0.005,0,236,Ill-conditioned
0.005,0,237,Ill-conditioned
0.005,0,238,Ill-conditioned
0.005,0,239,Ill-conditioned
0.005,0,240,Ill-conditioned
0.005,0,241,Ill-conditioned
0.005,0,242,Ill-conditioned
0.005,0,243,Ill-conditioned
0.005,0,244,Ill-conditioned
0.005,0,245,Ill-conditioned
0.005,0,246,Ill-conditioned
0.005,0,247,Ill-conditioned
0.005,0,248,Ill-conditioned
0.005,0,249,Ill-conditioned
0.005,0,250,Ill-conditioned
0.005,0,251,Ill-conditioned
0.005,0,252,Ill-conditioned
0.005,0,253,Ill-conditioned
0.005,0,254,Ill-conditioned
0.005,0,255,Ill-conditioned
0.005,0,256,Ill-conditioned
0.005,0,257,Ill-conditioned
0.005,0,258,Ill-conditioned
0.005,0,259,Ill-conditioned
0.005,0,260,Ill-conditioned
