Reconstruction lambda,SNR,Data length,Log MSE on Weights
1.5,100,565,1.8975
1.5,100,566,1.8983
1.5,100,567,1.8992
1.5,100,568,1.9
1.5,100,569,1.9009
1.5,100,570,1.902
1.5,100,571,1.9031
1.5,100,572,1.904
1.5,100,573,1.9046
1.5,100,574,1.9049
1.5,100,575,1.9053
1.5,100,576,1.9059
1.5,100,577,1.9063
1.5,100,578,1.9067
1.5,100,579,1.9071
1.5,100,580,1.9075
1.5,100,581,1.9079
1.5,100,582,1.9084
1.5,100,583,1.9089
1.5,100,584,1.9093
1.5,100,585,1.9099
1.5,100,586,1.91
1.5,100,587,1.9107
1.5,100,588,1.9113
1.5,100,589,1.9117
1.5,100,590,1.9122
1.5,100,591,1.9126
1.5,100,592,1.9131
1.5,100,593,1.9137
1.5,100,594,1.9143
1.5,100,595,1.915
1.5,100,596,1.9155
1.5,100,597,1.9161
1.5,100,598,1.9167
1.5,100,599,1.9174
1.5,100,600,1.918
1.5,100,601,1.9187
1.5,100,602,1.9194
1.5,100,603,1.9217
1.5,100,604,1.9243
1.5,100,605,1.8187
1.5,100,606,1.8193
1.5,100,607,1.8164
1.5,100,608,1.8156
1.5,100,609,1.8179
1.5,100,610,1.8172
1.5,100,611,1.8165
1.5,100,612,1.8156
1.5,100,613,1.8148
1.5,100,614,1.8141
1.5,100,615,1.8133
1.5,100,616,1.8126
1.5,100,617,1.8119
1.5,100,618,1.8111
1.5,100,619,1.8103
1.5,100,620,1.8095
1.5,100,621,1.8082
1.5,100,622,1.8045
1.5,100,623,1.7993
1.5,100,624,1.793
1.5,100,625,1.7873
1.5,100,626,1.7813
1.5,100,627,1.7736
1.5,100,628,1.767
1.5,100,629,1.7592
1.5,100,630,1.7538
1.5,100,631,1.7486
1.5,100,632,1.7436
1.5,100,633,1.7386
1.5,100,634,1.7338
1.5,100,635,1.7293
1.5,100,636,1.7247
1.5,100,637,1.721
1.5,100,638,1.7192
1.5,100,639,1.7184
1.5,100,640,1.7175
1.5,100,641,1.7165
1.5,100,642,1.7158
1.5,100,643,1.7149
1.5,100,644,1.7141
1.5,100,645,1.7134
1.5,100,646,1.7128
1.5,100,647,1.712
1.5,100,648,1.7112
1.5,100,649,1.7106
1.5,100,650,1.7102
1.5,100,651,1.7096
1.5,100,652,1.7092
1.5,100,653,1.7087
1.5,100,654,1.7084
1.5,100,655,1.708
1.5,100,656,1.7076
1.5,100,657,1.7071
1.5,100,658,1.7068
1.5,100,659,1.7064
1.5,100,660,1.7062
1.5,100,661,1.7064
1.5,100,662,1.7065
1.5,100,663,1.7066
1.5,100,664,1.7065
1.5,100,665,1.7062
1.5,100,666,1.7058
1.5,100,667,1.7053
1.5,100,668,1.7046
1.5,100,669,1.7044
1.5,100,670,1.704
1.5,100,671,1.7037
1.5,100,672,1.6968
1.5,100,673,1.6983
1.5,100,674,1.6973
1.5,100,675,1.6961
1.5,100,676,1.695
1.5,100,677,1.6939
1.5,100,678,1.6929
1.5,100,679,1.693
1.5,100,680,1.692
1.5,100,681,1.6921
1.5,100,682,1.6911
1.5,100,683,1.6902
1.5,100,684,1.6893
1.5,100,685,1.6884
1.5,100,686,1.6875
1.5,100,687,1.6867
1.5,100,688,1.6859
1.5,100,689,1.6851
1.5,100,690,1.6843
1.5,100,691,1.6836
1.5,100,692,1.6829
1.5,100,693,1.6821
1.5,100,694,1.6814
1.5,100,695,1.6807
1.5,100,696,1.68
1.5,100,697,1.6794
1.5,100,698,1.6788
1.5,100,699,1.6782
1.5,100,700,1.6856
1.5,100,701,1.6865
1.5,100,702,1.2191
1.5,100,703,1.2189
1.5,100,704,1.2061
1.5,100,705,1.206
1.5,100,706,1.2058
1.5,100,707,1.2057
1.5,100,708,1.2055
1.5,100,709,1.2054
1.5,100,710,1.2052
1.5,100,711,1.2051
1.5,100,712,1.2049
1.5,100,713,1.2048
1.5,100,714,1.2047
1.5,100,715,1.2045
1.5,100,716,1.2044
1.5,100,717,1.2042
1.5,100,718,1.2041
1.5,100,719,1.204
1.5,100,720,1.2038
1.5,100,721,1.2037
1.5,100,722,1.2036
1.5,100,723,1.2034
1.5,100,724,1.2033
1.5,100,725,1.2032
1.5,100,726,1.203
1.5,100,727,1.2029
1.5,100,728,1.2028
1.5,100,729,1.2026
1.5,100,730,1.2025
1.5,100,731,1.2024
1.5,100,732,1.2023
1.5,100,733,1.2021
1.5,100,734,1.202
1.5,100,735,1.2019
1.5,100,736,1.2018
1.5,100,737,1.2016
1.5,100,738,1.2014
1.5,100,739,1.2012
1.5,100,740,1.2009
1.5,100,741,1.2007
1.5,100,742,1.2004
1.5,100,743,1.2002
1.5,100,744,1.2
1.5,100,745,1.1997
1.5,100,746,1.1995
1.5,100,747,1.1993
1.5,100,748,1.199
1.5,100,749,1.1988
1.5,100,750,1.1986
1.5,100,751,1.1984
1.5,100,752,1.1982
1.5,100,753,1.198
1.5,100,754,1.1979
1.5,100,755,1.1977
1.5,100,756,1.1975
1.5,100,757,1.1972
1.5,100,758,1.1971
1.5,100,759,1.1969
1.5,100,760,1.1967
1.5,100,761,1.1965
1.5,100,762,1.1964
1.5,100,763,1.1962
1.5,100,764,1.1961
1.5,100,765,1.1959
1.5,100,766,1.1958
1.5,100,767,1.1956
1.5,100,768,1.1955
1.5,100,769,1.1953
1.5,100,770,1.1952
1.5,100,771,1.1951
1.5,100,772,1.1949
1.5,100,773,1.1948
1.5,100,774,1.1947
1.5,100,775,1.1945
1.5,100,776,1.1944
1.5,100,777,1.1943
1.5,100,778,1.1942
1.5,100,779,1.194
1.5,100,780,1.1939
1.5,100,781,1.1938
1.5,100,782,1.1937
1.5,100,783,1.1936
1.5,100,784,1.1935
1.5,100,785,1.1934
1.5,100,786,1.1933
1.5,100,787,1.1932
1.5,100,788,1.1931
1.5,100,789,1.193
1.5,100,790,1.1929
1.5,100,791,0.83718
1.5,100,792,0.58555
1.5,100,793,0.56896
1.5,100,794,0.55397
1.5,100,795,0.54021
1.5,100,796,0.53308
1.5,100,797,0.53151
1.5,100,798,0.52999
1.5,100,799,0.52854
1.5,100,800,0.52728
1.5,100,801,0.52597
1.5,100,802,0.5247
1.5,100,803,0.52341
1.5,100,804,0.52223
1.5,100,805,0.5211
1.5,100,806,0.51998
1.5,100,807,0.51893
1.5,100,808,0.51784
1.5,100,809,0.51421
1.5,100,810,0.50728
1.5,100,811,0.50242
1.5,100,812,0.50208
1.5,100,813,0.50202
1.5,100,814,0.50198
1.5,100,815,0.50195
1.5,100,816,0.50192
1.5,100,817,0.50191
1.5,100,818,0.5019
1.5,100,819,0.5019
1.5,100,820,0.50187
1.5,100,821,0.5019
1.5,100,822,0.50191
1.5,100,823,0.50194
1.5,100,824,0.50199
1.5,100,825,0.50202
1.5,100,826,0.50205
1.5,100,827,0.5021
1.5,100,828,0.50215
1.5,100,829,0.50222
1.5,100,830,0.5023
1.5,100,831,0.50237
1.5,100,832,0.50245
1.5,100,833,0.50254
1.5,100,834,0.50263
1.5,100,835,0.50273
1.5,100,836,0.50284
1.5,100,837,0.50295
1.5,100,838,0.50307
1.5,100,839,0.50318
1.5,100,840,0.50331
1.5,100,841,0.50344
1.5,100,842,0.50358
1.5,100,843,0.50371
1.5,100,844,0.50385
1.5,100,845,0.504
1.5,100,846,0.50415
1.5,100,847,0.50431
1.5,100,848,0.50447
1.5,100,849,0.50464
1.5,100,850,0.5048
1.5,100,851,0.50496
1.5,100,852,0.50514
1.5,100,853,0.50534
1.5,100,854,0.50552
1.5,100,855,0.50571
1.5,100,856,0.5059
1.5,100,857,0.50607
1.5,100,858,0.50627
1.5,100,859,0.50648
1.5,100,860,0.50669
1.5,100,861,0.50689
1.5,100,862,0.50711
1.5,100,863,0.50733
1.5,100,864,0.50756
1.5,100,865,0.50779
1.5,100,866,0.50805
1.5,100,867,0.50826
1.5,100,868,0.50808
1.5,100,869,0.50619
1.5,100,870,0.50455
1.5,100,871,0.5031
1.5,100,872,0.50172
1.5,100,873,0.50045
1.5,100,874,0.49927
1.5,100,875,0.49812
1.5,100,876,0.49702
1.5,100,877,0.49606
1.5,100,878,0.49509
1.5,100,879,0.49417
1.5,100,880,0.49327
1.5,100,881,0.49246
1.5,100,882,0.49172
1.5,100,883,0.49097
1.5,100,884,0.49021
1.5,100,885,0.029599
1.5,100,886,0.029452
1.5,100,887,0.029306
1.5,100,888,0.029162
1.5,100,889,0.029022
1.5,100,890,0.028883
1.5,100,891,0.028745
1.5,100,892,0.028605
1.5,100,893,0.028467
1.5,100,894,0.028332
1.5,100,895,0.028192
1.5,100,896,0.028062
1.5,100,897,0.027929
1.5,100,898,0.0278
1.5,100,899,0.027682
1.5,100,900,0.027556
1.5,100,901,0.027429
1.5,100,902,0.027302
1.5,100,903,0.027178
1.5,100,904,0.027057
1.5,100,905,0.026933
1.5,100,906,0.026812
1.5,100,907,0.026689
1.5,100,908,0.02656
1.5,100,909,0.026439
1.5,100,910,0.026322
1.5,100,911,0.026207
1.5,100,912,0.026091
1.5,100,913,0.025975
1.5,100,914,0.02586
1.5,100,915,0.025755
1.5,100,916,0.025639
1.5,100,917,0.025525
1.5,100,918,0.025408
1.5,100,919,0.025295
1.5,100,920,0.025179
1.5,100,921,0.025067
1.5,100,922,0.024955
1.5,100,923,0.024844
1.5,100,924,0.024734
1.5,100,925,0.024622
1.5,100,926,0.024513
1.5,100,927,0.024404
1.5,100,928,0.024312
1.5,100,929,0.024318
1.5,100,930,0.02444
1.5,100,931,0.024358
1.5,100,932,0.024276
1.5,100,933,0.024173
1.5,100,934,0.024045
1.5,100,935,0.02397
1.5,100,936,0.023868
1.5,100,937,0.023766
1.5,100,938,0.023667
1.5,100,939,0.023567
1.5,100,940,0.023441
1.5,100,941,0.023369
1.5,100,942,0.023273
1.5,100,943,0.023176
1.5,100,944,0.023079
1.5,100,945,0.022985
1.5,100,946,0.022886
1.5,100,947,0.022788
1.5,100,948,0.022685
1.5,100,949,0.022503
1.5,100,950,0.022429
1.5,100,951,0.022334
1.5,100,952,0.022242
1.5,100,953,0.02215
1.5,100,954,0.022057
1.5,100,955,0.021959
1.5,100,956,0.021867
1.5,100,957,0.021768
1.5,100,958,0.02166
1.5,100,959,0.021539
1.5,100,960,0.048521
1.5,100,961,0.1273
1.5,100,962,1.0552
1.5,100,963,1.0554
1.5,100,964,1.0555
1.5,100,965,1.0555
1.5,100,966,1.0556
1.5,100,967,1.0557
1.5,100,968,1.0557
1.5,100,969,1.0558
1.5,100,970,1.0559
1.5,100,971,1.0559
1.5,100,972,1.056
1.5,100,973,1.0561
1.5,100,974,1.0561
1.5,100,975,1.0562
1.5,100,976,1.0562
1.5,100,977,1.0563
1.5,100,978,1.0563
1.5,100,979,1.0564
1.5,100,980,1.0564
1.5,100,981,1.0564
1.5,100,982,1.0565
1.5,100,983,1.0565
1.5,100,984,1.0565
1.5,100,985,1.0566
1.5,100,986,1.0566
1.5,100,987,1.0566
1.5,100,988,1.0567
1.5,100,989,1.0567
1.5,100,990,1.0567
1.5,100,991,1.0568
1.5,100,992,1.0568
1.5,100,993,1.0568
1.5,100,994,1.0568
1.5,100,995,1.0569
1.5,100,996,1.0569
1.5,100,997,1.0569
1.5,100,998,1.0569
1.5,100,999,1.057
1.5,100,1000,1.057
1.5,100,1001,1.057
1.5,100,1002,1.057
1.5,100,1003,1.0571
1.5,100,1004,1.0571
1.5,100,1005,1.0571
1.5,100,1006,1.0571
1.5,100,1007,1.0571
1.5,100,1008,1.0572
1.5,100,1009,1.0572
1.5,100,1010,1.0572
1.5,100,1011,1.0572
1.5,100,1012,1.0572
1.5,100,1013,1.0573
1.5,100,1014,1.0573
1.5,100,1015,1.0573
1.5,100,1016,1.0573
1.5,100,1017,1.0573
1.5,100,1018,1.0574
1.5,100,1019,1.0574
1.5,100,1020,1.0574
1.5,100,1021,1.0574
1.5,100,1022,1.0574
1.5,100,1023,1.0574
1.5,100,1024,1.0574
1.5,100,1025,1.0575
1.5,100,1026,1.0575
1.5,100,1027,1.0575
1.5,100,1028,1.0575
1.5,100,1029,1.0575
1.5,100,1030,1.0575
1.5,100,1031,1.0576
1.5,100,1032,1.0576
1.5,100,1033,1.0576
1.5,100,1034,1.0576
1.5,100,1035,1.0576
1.5,100,1036,1.0576
1.5,100,1037,1.0576
1.5,100,1038,1.0576
1.5,100,1039,Ill-conditioned
1.5,100,1040,Ill-conditioned
1.5,100,1041,1.0577
1.5,100,1042,1.0577
1.5,100,1043,1.0578
1.5,100,1044,1.058
1.5,100,1045,1.0582
1.5,100,1046,1.0583
1.5,100,1047,1.0585
1.5,100,1048,1.0586
1.5,100,1049,1.0586
1.5,100,1050,1.0586
1.5,100,1051,1.0586
1.5,100,1052,1.0586
1.5,100,1053,1.0586
1.5,100,1054,1.0586
1.5,100,1055,1.0586
1.5,100,1056,1.0586
1.5,100,1057,1.0586
1.5,100,1058,1.0586
1.5,100,1059,1.0586
1.5,100,1060,1.0586
1.5,100,1061,1.0586
1.5,100,1062,1.0586
1.5,100,1063,1.0586
1.5,100,1064,1.0587
1.5,100,1065,1.0587
1.5,100,1066,1.0587
1.5,100,1067,1.0587
1.5,100,1068,1.0587
1.5,100,1069,1.0587
1.5,100,1070,1.0587
1.5,100,1071,1.0587
1.5,100,1072,Ill-conditioned
1.5,100,1073,1.0587
