Reconstruction lambda,SNR,Data points,Fisher information, RNMSE
0.005,0,6,1.613e-183,8.0516e-05
0.005,0,7,1.0948e-169,5.4988e-05
0.005,0,8,3.8897e-158,4.8757e-05
0.005,0,9,4.4279e-145,3.9211e-05
0.005,0,10,1.3462e-134,3.687e-05
0.005,0,1,0,1.017
0.005,0,2,4.1519e-269,1.773
0.005,0,3,8.8999e-244,1.8093
0.005,0,4,2.4649e-223,1.094
0.005,0,5,8.4272e-204,1.1212
0.005,0,6,7.1698e-188,2.6253e-05
0.005,0,7,4.1836e-171,2.2875e-05
0.005,0,8,1.9715e-156,2.1805e-05
0.005,0,9,9.8323e-142,1.8472e-05
0.005,0,10,4.6044e-126,1.0871e-05
0.005,0,1,0,1.053
0.005,0,2,4.8883e-278,1.1782
0.005,0,3,3.9624e-250,1.002
0.005,0,4,1.4678e-225,1.0041
0.005,0,5,3.5523e-206,3.1768e-05
0.005,0,6,3.3181e-189,3.0719e-05
0.005,0,7,2.0035e-173,2.9123e-05
0.005,0,8,3.0595e-159,2.9046e-05
0.005,0,9,3.5688e-144,2.2146e-05
0.005,0,10,8.9287e-129,1.9852e-05
0.005,0,1,0,1.0474
0.005,0,2,1.0162e-278,1.0173
0.005,0,3,2.8292e-250,1.0989
0.005,0,4,3.0636e-225,1.0194
0.005,0,5,4.4781e-208,0.00019177
0.005,0,6,1.5079e-188,6.414e-05
0.005,0,7,5.911e-173,5.7586e-05
0.005,0,8,1.5392e-157,5.0754e-05
0.005,0,9,2.5914e-142,2.1591e-05
0.005,0,10,1.245e-127,1.9104e-05
0.005,0,1,0,1.0258
0.005,0,2,8.6818e-270,3.078
0.005,0,3,1.5038e-244,1.0393
0.005,0,4,1.7872e-221,1.7061
0.005,0,5,7.9168e-203,0.9643
0.005,0,6,1.1624e-186,1.0541
0.005,0,7,2.2994e-170,3.1009e-05
0.005,0,8,4.1011e-155,1.3985e-05
0.005,0,9,9.8551e-141,1.3186e-05
0.005,0,10,1.8141e-126,9.9784e-06
0.005,0,1,0,1.0566
0.005,0,2,7.6593e-278,172.8634
0.005,0,3,4.1757e-245,1.0729
0.005,0,4,6.7915e-222,1.2564
0.005,0,5,5.251e-205,3.9186e-05
0.005,0,6,2.3688e-189,3.8529e-05
0.005,0,7,7.0025e-173,3.5226e-05
0.005,0,8,9.9866e-157,3.5969e-05
0.005,0,9,1.6718e-141,3.2426e-05
0.005,0,10,1.7755e-127,3.4756e-05
0.005,0,1,0,1.0396
0.005,0,2,5.6294e-275,90.5318
0.005,0,3,3.5475e-245,1.1048
0.005,0,4,1.0562e-221,1.3718
0.005,0,5,4.5299e-204,1.0799
0.005,0,6,9.004e-187,0.74858
0.005,0,7,4.4882e-171,5.5231e-05
0.005,0,8,5.0188e-156,2.7257e-05
0.005,0,9,1.3885e-141,2.857e-05
0.005,0,10,5.8988e-127,1.5731e-05
0.005,0,1,0,1.0689
0.005,0,2,9.2229e-280,502.9379
0.005,0,3,7.0692e-246,1.029
0.005,0,4,1.2988e-222,1.1016
0.005,0,5,3.4457e-205,1.3704
0.005,0,6,2.6559e-188,3.0116e-05
0.005,0,7,6.4023e-172,2.9214e-05
0.005,0,8,3.8302e-156,2.77e-05
0.005,0,9,2.7692e-141,2.615e-05
0.005,0,10,1.7998e-126,1.64e-05
0.005,0,1,0,1.0601
0.005,0,2,2.7915e-281,492.37
0.005,0,3,3.8077e-242,1.0165
0.005,0,4,3.6841e-225,0.99596
0.005,0,5,5.4014e-208,1.015
0.005,0,6,5.1881e-192,0.84055
0.005,0,7,5.9504e-175,0.00015837
0.005,0,8,2.5201e-159,0.00012476
0.005,0,9,3.3238e-144,1.1838e-05
0.005,0,10,8.6608e-129,8.6015e-06
0.005,0,1,0,1.0182
0.005,0,2,1.1607e-267,1.324
0.005,0,3,1.2852e-242,1.4428
0.005,0,4,5.8322e-224,1.0111
0.005,0,5,5.6242e-207,0.0024182
0.005,0,6,5.2338e-190,0.0003314
0.005,0,7,5.4425e-172,0.00024619
0.005,0,8,2.2299e-157,0.00024429
0.005,0,9,1.8535e-142,0.0001064
0.005,0,10,6.0925e-128,3.7566e-05
0.005,0,1,0,1.0489
0.005,0,2,5.9454e-267,2.0369
0.005,0,3,1.6694e-241,2.0968
0.005,0,4,1.1619e-220,1.1155
0.005,0,5,1.0107e-203,3.1011e-05
0.005,0,6,9.0028e-187,3.0963e-05
0.005,0,7,1.4284e-170,2.3053e-05
0.005,0,8,4.0626e-156,2.2619e-05
0.005,0,9,1.384e-140,1.6641e-05
0.005,0,10,4.5553e-126,1.3054e-05
0.005,0,1,0,1.032
0.005,0,2,6.0845e-278,42.9679
0.005,0,3,9.3764e-245,1.003
0.005,0,4,2.1002e-221,1.1032
0.005,0,5,3.7645e-203,1.0482
0.005,0,6,4.0747e-187,0.00019649
0.005,0,7,3.2109e-171,6.5638e-05
0.005,0,8,1.0839e-156,6.5073e-05
0.005,0,9,1.1076e-141,5.4784e-05
0.005,0,10,5.3545e-128,5.7451e-05
0.005,0,1,0,1.0523
0.005,0,2,2.0069e-272,23.1611
0.005,0,3,1.2251e-244,1.2395
0.005,0,4,6.9688e-222,1.5465
0.005,0,5,5.0546e-204,1.321
0.005,0,6,8.0898e-188,2.0829e-05
0.005,0,7,5.2995e-171,2.111e-05
0.005,0,8,6.8864e-156,1.2898e-05
0.005,0,9,5.8977e-141,1.0818e-05
0.005,0,10,6.4293e-127,1.3345e-05
0.005,0,1,0,1.0436
0.005,0,2,3.0196e-278,1.0567
0.005,0,3,1.5682e-250,1.9501
0.005,0,4,2.6017e-226,1.0965
0.005,0,5,3.3978e-206,0.906
0.005,0,6,3.2206e-189,7.0311e-05
0.005,0,7,4.2657e-172,4.8763e-05
0.005,0,8,9.9029e-158,4.5355e-05
0.005,0,9,1.7814e-142,3.6526e-05
0.005,0,10,7.4076e-128,3.4548e-05
0.005,0,1,0,1.051
0.005,0,2,1.2605e-278,143.8197
0.005,0,3,1.6012e-236,1.1176
0.005,0,4,2.587e-219,0.00090267
0.005,0,5,8.9737e-204,0.00091231
0.005,0,6,1.1576e-186,0.78672
0.005,0,7,5.2458e-172,0.00041254
0.005,0,8,1.117e-160,0.00041504
0.005,0,9,4.0325e-149,3.0365e-05
0.005,0,10,8.0345e-134,2.6188e-05
0.005,0,1,0,1.0481
0.005,0,2,3.5962e-279,1.0045
0.005,0,3,3.2965e-250,1.078
0.005,0,4,1.835e-221,1.0432
0.005,0,5,4.2842e-201,0.00024007
0.005,0,6,8.0442e-185,0.00023979
0.005,0,7,4.7562e-171,0.00021474
0.005,0,8,2.966e-159,0.0001895
0.005,0,9,2.0173e-146,0.00018854
0.005,0,10,9.7992e-134,0.00018793
0.005,0,1,0,1.0595
0.005,0,2,1.3105e-274,18.9143
0.005,0,3,1.0265e-245,1.1689
0.005,0,4,1.482e-222,1.0692
0.005,0,5,5.0598e-204,1.1215
0.005,0,6,6.7508e-187,6.0541e-05
0.005,0,7,3.6538e-171,5.3599e-05
0.005,0,8,1.954e-156,2.8807e-05
0.005,0,9,3.0822e-140,1.927e-05
0.005,0,10,3.2314e-126,1.9062e-05
0.005,0,1,0,1.0325
0.005,0,2,1.1073e-265,1.2503
0.005,0,3,4.0857e-241,3.4327
0.005,0,4,5.4488e-223,2.546
0.005,0,5,2.978e-205,1.314
0.005,0,6,6.6875e-187,3.2451e-05
0.005,0,7,1.0924e-170,3.0534e-05
0.005,0,8,1.9739e-156,1.6949e-05
0.005,0,9,1.746e-140,8.7254e-06
0.005,0,10,1.372e-125,1.0917e-05
0.005,0,1,0,1.0293
0.005,0,2,4.0247e-275,43.2306
0.005,0,3,1.6057e-235,1.0031
0.005,0,4,7.6454e-218,1.0886
0.005,0,5,2.2974e-203,0.0005028
0.005,0,6,9.0047e-191,0.00051039
0.005,0,7,5.4354e-178,0.00051567
0.005,0,8,4.7877e-166,3.8912e-05
0.005,0,9,7.6281e-149,3.5662e-05
0.005,0,10,2.1437e-133,3.541e-05
0.005,0,1,0,1.0513
0.005,0,2,1.7674e-275,31.3261
0.005,0,3,5.7942e-246,1.0327
0.005,0,4,1.2234e-221,1.3735
0.005,0,5,1.0972e-204,1.524
0.005,0,6,1.0213e-187,4.2929e-05
0.005,0,7,9.5004e-172,3.8749e-05
0.005,0,8,1.7305e-156,1.6328e-05
0.005,0,9,1.84e-141,1.719e-05
0.005,0,10,3.6406e-127,1.5971e-05
0.005,0,1,0,1.0406
0.005,0,2,1.0502e-277,26.9293
0.005,0,3,3.2951e-247,1.0876
0.005,0,4,6.1975e-224,1.3376
0.005,0,5,1.0074e-204,1.1155
0.005,0,6,8.6735e-188,0.0001591
0.005,0,7,3.4209e-171,7.9361e-05
0.005,0,8,8.0419e-156,6.3914e-05
0.005,0,9,7.2015e-141,6.6165e-05
0.005,0,10,2.1908e-126,3.6896e-05
0.005,0,1,0,1.0413
0.005,0,2,1.232e-272,9.2161
0.005,0,3,2.368e-245,1.0177
0.005,0,4,1.1033e-220,1.1637
0.005,0,5,2.6867e-203,1.139
0.005,0,6,1.5168e-186,4.1778e-05
0.005,0,7,7.3446e-171,2.4535e-05
0.005,0,8,3.2919e-155,1.5156e-05
0.005,0,9,1.3988e-140,1.051e-05
0.005,0,10,1.8082e-126,1.0687e-05
0.005,0,1,0,1.015
0.005,0,2,4.133e-266,2.8725
0.005,0,3,2.7121e-238,1.0251
0.005,0,4,4.9875e-221,1.3372
0.005,0,5,1.2128e-203,1.0258
0.005,0,6,8.3449e-187,2.9457e-05
0.005,0,7,4.1559e-170,1.9782e-05
0.005,0,8,1.2267e-154,1.1433e-05
0.005,0,9,3.6622e-140,8.861e-06
0.005,0,10,2.5208e-126,8.5126e-06
0.005,0,1,0,1.0175
0.005,0,2,1.2661e-265,1.367
0.005,0,3,2.03e-240,1.2593
0.005,0,4,1.4491e-222,1.1943
0.005,0,5,1.6034e-204,3.4381e-05
0.005,0,6,1.9509e-187,3.339e-05
0.005,0,7,4.3062e-171,2.4421e-05
0.005,0,8,4.8865e-156,1.7183e-05
0.005,0,9,2.6846e-140,1.7468e-05
0.005,0,10,3.5396e-126,1.5906e-05
0.005,0,1,0,1.0616
0.005,0,2,1.1616e-279,124.0597
0.005,0,3,1.0528e-247,1.0678
0.005,0,4,6.4789e-223,1.2485
0.005,0,5,2.0654e-204,1.1605
0.005,0,6,3.1418e-187,0.00010661
0.005,0,7,1.0035e-170,3.8052e-05
0.005,0,8,1.4647e-155,3.3631e-05
0.005,0,9,2.5048e-140,3.3468e-05
0.005,0,10,1.3629e-126,3.344e-05
0.005,0,1,0,1.0312
0.005,0,2,1.0399e-273,5.6579
0.005,0,3,3.4855e-246,1.0712
0.005,0,4,1.2212e-221,1.0951
0.005,0,5,7.5864e-204,0.98536
0.005,0,6,2.8656e-187,3.7851e-05
0.005,0,7,1.6159e-170,2.5731e-05
0.005,0,8,1.0354e-155,2.3446e-05
0.005,0,9,2.1437e-140,1.9072e-05
0.005,0,10,1.0992e-125,1.2466e-05
0.005,0,1,0,1.0467
0.005,0,2,5.8861e-279,196.3477
0.005,0,3,1.2612e-245,1.0595
0.005,0,4,5.2514e-223,1.1113
0.005,0,5,2.4862e-205,0.91029
0.005,0,6,1.0019e-187,1.0877
0.005,0,7,2.1428e-172,0.00010243
0.005,0,8,1.0528e-156,4.3928e-05
0.005,0,9,3.1526e-141,1.402e-05
0.005,0,10,1.0803e-126,1.7276e-05
0.005,0,1,0,1.0181
0.005,0,2,5.1372e-261,1.0235
0.005,0,3,1.2036e-239,1.0434
0.005,0,4,2.4333e-220,0.76179
0.005,0,5,7.2247e-203,0.93534
0.005,0,6,4.9794e-186,6.5903e-05
0.005,0,7,3.2386e-170,2.4356e-05
0.005,0,8,6.5986e-155,8.8771e-06
0.005,0,9,8.4349e-140,1.1547e-05
0.005,0,10,3.5084e-125,8.0065e-06
0.005,0,1,0,1.0803
0.005,0,2,1.1067e-272,49.1261
0.005,0,3,4.0852e-245,1.1033
0.005,0,4,7.4275e-221,1.2537
0.005,0,5,5.6567e-204,1.7672e-05
0.005,0,6,2.6247e-186,1.8903e-05
0.005,0,7,6.1884e-170,1.7116e-05
0.005,0,8,3.4179e-155,1.8779e-05
0.005,0,9,2.7577e-140,8.9229e-06
0.005,0,10,4.9215e-126,8.7383e-06
0.005,0,1,0,1.0725
0.005,0,2,3.9763e-272,38.8088
0.005,0,3,6.5451e-245,1.0534
0.005,0,4,7.9156e-221,1.0013
0.005,0,5,2.8152e-203,1.0214
0.005,0,6,9.0053e-187,2.5964e-05
0.005,0,7,6.6713e-171,2.3818e-05
0.005,0,8,5.9079e-156,2.2756e-05
0.005,0,9,2.9187e-140,1.2756e-05
0.005,0,10,8.4233e-126,8.2509e-06
0.005,0,1,0,1.0252
0.005,0,2,1.3005e-263,4.8084
0.005,0,3,4.4258e-238,1.1546
0.005,0,4,5.2225e-220,1.5485
0.005,0,5,5.1839e-203,0.00013243
0.005,0,6,4.2724e-186,0.00013194
0.005,0,7,3.3917e-171,2.4016e-05
0.005,0,8,2.422e-155,1.0681e-05
0.005,0,9,4.5939e-140,7.3414e-06
0.005,0,10,1.4218e-125,8.3801e-06
0.005,0,1,0,1.0883
0.005,0,2,3.423e-279,1.3204
0.005,0,3,3.4306e-248,21.8347
0.005,0,4,6.8755e-222,0.00020089
0.005,0,5,6.8858e-199,0.00020011
0.005,0,6,1.251e-180,0.00016754
0.005,0,7,8.288e-168,0.72584
0.005,0,8,3.0788e-155,0.63105
0.005,0,9,8.9337e-146,0.71421
0.005,0,10,2.1652e-136,0.7186
0.005,0,1,0,1.0253
0.005,0,2,3.7908e-264,1.0151
0.005,0,3,4.9306e-240,1.0243
0.005,0,4,7.9377e-221,1.0286
0.005,0,5,2.6653e-203,1.0316
0.005,0,6,7.6897e-186,5.0975e-05
0.005,0,7,8.3207e-170,4.6556e-05
0.005,0,8,6.3825e-155,1.6288e-05
0.005,0,9,9.0567e-140,7.4444e-06
0.005,0,10,2.315e-125,6.3554e-06
0.005,0,1,0,1.0111
0.005,0,2,5.8484e-269,1.1933
0.005,0,3,8.3708e-245,1.0646
0.005,0,4,2.8511e-222,1.0367
0.005,0,5,1.3621e-204,1.0491
0.005,0,6,1.8122e-187,1.0224
0.005,0,7,1.4054e-171,2.179e-05
0.005,0,8,1.3487e-155,2.0096e-05
0.005,0,9,1.9637e-140,1.686e-05
0.005,0,10,2.0741e-126,1.0956e-05
0.005,0,1,0,1.1009
0.005,0,2,6.9905e-279,1.0004
0.005,0,3,2.5612e-249,18.121
0.005,0,4,1.3396e-223,0.00019136
0.005,0,5,2.8695e-206,1.0374
0.005,0,6,1.1002e-189,9.6304e-05
0.005,0,7,1.9572e-173,9.2677e-05
0.005,0,8,8.7282e-161,9.4945e-05
0.005,0,9,2.142e-147,4.9151e-05
0.005,0,10,3.2656e-131,4.9753e-05
0.005,0,1,0,1.0651
0.005,0,2,2.0286e-274,53.2076
0.005,0,3,9.5917e-245,1.0704
0.005,0,4,1.4687e-221,1.0176
0.005,0,5,7.3205e-204,0.7834
0.005,0,6,3.466e-187,2.4186e-05
0.005,0,7,1.5295e-171,1.5653e-05
0.005,0,8,4.006e-156,1.4683e-05
0.005,0,9,5.8657e-141,1.3391e-05
0.005,0,10,6.3741e-127,1.2871e-05
0.005,0,1,0,1.0188
0.005,0,2,1.6923e-266,1.7693
0.005,0,3,1.5473e-244,1.5293
0.005,0,4,3.3643e-223,1.3904
0.005,0,5,3.6734e-205,1.0782
0.005,0,6,2.2691e-188,9.4604e-05
0.005,0,7,3.8406e-172,2.1588e-05
0.005,0,8,6.5948e-156,1.95e-05
0.005,0,9,5.2648e-141,1.8953e-05
0.005,0,10,2.4048e-126,2.0704e-05
0.005,0,1,0,1.0368
0.005,0,2,7.7256e-280,46.7001
0.005,0,3,8.2797e-242,1.0044
0.005,0,4,2.5627e-222,0.99997
0.005,0,5,1.7414e-205,0.00012902
0.005,0,6,1.6743e-188,0.00013077
0.005,0,7,6.6264e-174,1.0221
0.005,0,8,1.0219e-160,3.8127e-05
0.005,0,9,3.3513e-144,3.1786e-05
0.005,0,10,2.5859e-130,1.9371e-05
0.005,0,1,0,1.0092
0.005,0,2,2.6532e-268,1.0662
0.005,0,3,2.5267e-240,1.0841
0.005,0,4,1.2312e-220,1.0018
0.005,0,5,9.9224e-205,1.1065
0.005,0,6,8.0652e-188,4.6495e-05
0.005,0,7,6.4606e-172,3.2923e-05
0.005,0,8,2.7943e-156,2.184e-05
0.005,0,9,2.5204e-141,1.3038e-05
0.005,0,10,7.577e-127,6.956e-06
0.005,0,1,0,1.0559
0.005,0,2,3.7771e-274,24.0455
0.005,0,3,3.2131e-244,1.0273
0.005,0,4,3.1257e-221,1.2824
0.005,0,5,2.3384e-204,1.109
0.005,0,6,1.7009e-188,6.1851e-05
0.005,0,7,4.2777e-172,2.263e-05
0.005,0,8,4.1083e-156,2.0123e-05
0.005,0,9,5.0668e-141,1.6935e-05
0.005,0,10,2.278e-127,1.8417e-05
0.005,0,1,0,1.0442
0.005,0,2,5.368e-277,35.7724
0.005,0,3,5.7464e-244,3.9868
0.005,0,4,1.19e-223,1.1116
0.005,0,5,2.1377e-205,0.66965
0.005,0,6,4.4536e-188,0.00013052
0.005,0,7,5.152e-172,4.0096e-05
0.005,0,8,2.0025e-156,4.2206e-05
0.005,0,9,4.0147e-141,2.709e-05
0.005,0,10,2.7192e-127,1.1776e-05
0.005,0,1,0,1.0414
0.005,0,2,7.1129e-280,238.5391
0.005,0,3,8.0811e-247,1.0428
0.005,0,4,1.7367e-224,1.4314
0.005,0,5,2.8106e-205,0.98718
0.005,0,6,1.9753e-187,6.5056e-05
0.005,0,7,9.1258e-171,2.3016e-05
0.005,0,8,9.4356e-156,1.8439e-05
0.005,0,9,5.7413e-141,1.7286e-05
0.005,0,10,2.0681e-127,1.4202e-05
0.005,0,1,0,1.0503
0.005,0,2,8.0118e-277,1.1294
0.005,0,3,6.5397e-239,0.24563
0.005,0,4,3.9189e-222,1.0597
0.005,0,5,4.6554e-206,0.00044102
0.005,0,6,7.833e-192,0.00041561
0.005,0,7,2.7652e-175,0.00016905
0.005,0,8,2.7685e-162,0.00017241
0.005,0,9,6.7247e-150,0.00016953
0.005,0,10,5.4813e-137,0.00016814
0.005,0,1,0,1.0301
0.005,0,2,1.4192e-265,1.0618
0.005,0,3,2.3795e-240,1.0573
0.005,0,4,3.0177e-221,1.0669
0.005,0,5,1.9987e-203,1.3537
0.005,0,6,1.2438e-186,5.54e-05
0.005,0,7,1.7465e-170,2.6462e-05
0.005,0,8,6.5891e-155,2.3787e-05
0.005,0,9,2.4736e-140,2.0823e-05
0.005,0,10,1e-125,1.9582e-05
0.005,0,1,0,1.0534
0.005,0,2,5.809e-279,145.8764
0.005,0,3,6.4003e-246,1.0165
0.005,0,4,1.1413e-222,1.2127
0.005,0,5,5.7314e-205,1.2615
0.005,0,6,4.8017e-188,5.1731e-05
0.005,0,7,3.2523e-172,2.1452e-05
0.005,0,8,6.5777e-157,2.7849e-05
0.005,0,9,3.6619e-142,1.9556e-05
0.005,0,10,5.3943e-128,1.6952e-05
0.005,0,1,0,1.033
0.005,0,2,1.3699e-275,32.0025
0.005,0,3,1.5783e-239,1.0124
0.005,0,4,1.447e-217,0.7898
0.005,0,5,5.9694e-205,0.89676
0.005,0,6,3.7035e-190,0.00026495
0.005,0,7,7.3937e-173,0.00026107
0.005,0,8,1.3796e-165,3.8785e-05
0.005,0,9,2.212e-149,3.0709e-05
0.005,0,10,2.4198e-134,3.2344e-05
0.005,0,1,0,1.0346
0.005,0,2,3.5108e-265,1.0625
0.005,0,3,1.4394e-238,1.2875
0.005,0,4,1.0302e-214,6.4947e-05
0.005,0,5,2.2477e-199,1.239
0.005,0,6,6.1709e-185,1.1488
0.005,0,7,1.3584e-169,5.3302e-05
0.005,0,8,7.2081e-156,1.886e-05
0.005,0,9,1.3462e-142,1.578e-05
0.005,0,10,5.0198e-130,1.1203e-05
0.005,0,1,0,1.0293
0.005,0,2,5.654e-275,32.7587
0.005,0,3,5.1523e-245,1.0283
0.005,0,4,3.2059e-222,1.1099
0.005,0,5,2.3794e-204,0.73479
0.005,0,6,1.8397e-187,1.0503
0.005,0,7,1.078e-171,5.2496e-05
0.005,0,8,3.6848e-156,4.4251e-05
0.005,0,9,3.0844e-141,4.1436e-05
0.005,0,10,2.317e-127,3.9277e-05
0.005,0,1,0,1.0421
0.005,0,2,1.6978e-276,39.9337
0.005,0,3,1.83e-246,1.0815
0.005,0,4,6.7157e-223,1.5223
0.005,0,5,2.0563e-205,1.0188
0.005,0,6,1.0211e-187,4.4089e-05
0.005,0,7,1.2788e-171,4.909e-05
0.005,0,8,2.9989e-156,3.016e-05
0.005,0,9,3.071e-141,2.4603e-05
0.005,0,10,1.3053e-126,1.8245e-05
0.005,0,1,0,1.0349
0.005,0,2,1.8736e-272,5.1086
0.005,0,3,1.4672e-243,1.246
0.005,0,4,3.3249e-224,1.1551
0.005,0,5,3.4643e-205,1.0358
0.005,0,6,1.1884e-187,3.6381e-05
0.005,0,7,8.6081e-171,2.723e-05
0.005,0,8,8.7959e-156,1.5392e-05
0.005,0,9,1.4187e-140,1.3374e-05
0.005,0,10,1.251e-126,1.0578e-05
0.005,0,1,0,1.0431
0.005,0,2,2.4694e-273,8.2311
0.005,0,3,6.4653e-242,2.8822
0.005,0,4,3.584e-222,1.1572
0.005,0,5,2.3813e-204,1.2936
0.005,0,6,7.6692e-188,4.9078e-05
0.005,0,7,1.2796e-171,5.1133e-05
0.005,0,8,2.36e-156,2.5555e-05
0.005,0,9,1.8828e-141,2.4184e-05
0.005,0,10,7.6446e-127,2.1558e-05
0.005,0,1,0,1.0375
0.005,0,2,2.9756e-266,1.0054
0.005,0,3,2.6628e-241,0.82047
0.005,0,4,1.2631e-220,0.94011
0.005,0,5,3.8156e-203,0.87973
0.005,0,6,3.2643e-186,1.0385
0.005,0,7,1.5198e-169,7.9643e-06
0.005,0,8,6.0602e-154,1.2146e-05
0.005,0,9,5.92e-139,1.0224e-05
0.005,0,10,1.7354e-124,4.9762e-06
0.005,0,1,0,1.0317
0.005,0,2,6.7043e-276,32.5328
0.005,0,3,4.9024e-246,1.0249
0.005,0,4,2.9511e-223,1.0897
0.005,0,5,2.3728e-205,1.235
0.005,0,6,3.3547e-188,0.00010897
0.005,0,7,9.8525e-172,4.6831e-05
0.005,0,8,6.9391e-156,4.6798e-05
0.005,0,9,1.2558e-140,4.339e-05
0.005,0,10,2.8242e-126,3.2559e-05
0.005,0,1,0,1.0255
0.005,0,2,2.3283e-270,1.5123
0.005,0,3,9.9503e-245,1.0661
0.005,0,4,2.3359e-223,1.1384
0.005,0,5,7.3591e-204,0.76902
0.005,0,6,1.8467e-187,0.87854
0.005,0,7,9.7064e-171,1.2997e-05
0.005,0,8,1.8957e-155,1.102e-05
0.005,0,9,5.5742e-141,1.2933e-05
0.005,0,10,1.7289e-126,1.4026e-05
0.005,0,1,0,1.0379
0.005,0,2,1.0999e-265,1.3479
0.005,0,3,3.4472e-241,1.1546
0.005,0,4,3.2949e-220,1.4006
0.005,0,5,5.9271e-203,1.0122
0.005,0,6,2.944e-187,1.5378e-05
0.005,0,7,1.6992e-171,1.4666e-05
0.005,0,8,1.4335e-156,1.1218e-05
0.005,0,9,1.4582e-141,9.616e-06
0.005,0,10,3.0695e-126,8.6853e-06
0.005,0,1,0,1.0439
0.005,0,2,3.0366e-269,6.0074
0.005,0,3,2.7802e-244,1.0016
0.005,0,4,2.6671e-221,0.98672
0.005,0,5,7.895e-204,0.83157
0.005,0,6,4.688e-187,1.5925e-05
0.005,0,7,1.4689e-170,1.1669e-05
0.005,0,8,2.8073e-156,1.0551e-05
0.005,0,9,2.7845e-141,9.9877e-06
0.005,0,10,5.3174e-127,5.1841e-06
0.005,0,1,0,1.0462
0.005,0,2,2.3538e-275,34.0904
0.005,0,3,4.5866e-246,1.0006
0.005,0,4,4.4912e-223,1.4858
0.005,0,5,8.1667e-205,1.1326
0.005,0,6,3.2181e-188,5.4598e-05
0.005,0,7,5.9012e-172,1.8444e-05
0.005,0,8,9.1017e-156,1.0514e-05
0.005,0,9,8.1255e-141,8.7705e-06
0.005,0,10,2.2364e-126,6.8619e-06
0.005,0,1,0,1.0464
0.005,0,2,8.0276e-275,32.5048
0.005,0,3,8.1962e-244,1.0746
0.005,0,4,1.2038e-221,1.1299
0.005,0,5,4.1639e-204,1.1338
0.005,0,6,9.4803e-188,2.6852e-05
0.005,0,7,2.0394e-171,2.3033e-05
0.005,0,8,3.1334e-156,1.9043e-05
0.005,0,9,8.1068e-141,1.3802e-05
0.005,0,10,7.5653e-127,1.1593e-05
0.005,0,1,0,1.0438
0.005,0,2,1.2639e-271,14.0248
0.005,0,3,1.0494e-244,1.0327
0.005,0,4,2.0577e-221,1.4993
0.005,0,5,4.8204e-204,1.085
0.005,0,6,2.422e-187,8.2897e-05
0.005,0,7,9.7481e-172,5.066e-05
0.005,0,8,5.537e-156,2.6437e-05
0.005,0,9,7.2174e-141,1.8469e-05
0.005,0,10,1.2144e-126,2.0738e-05
0.005,0,1,0,1.0632
0.005,0,2,1.6177e-280,1238.7903
0.005,0,3,7.8591e-245,1.0182
0.005,0,4,5.2955e-223,1.069
0.005,0,5,3.496e-205,1.011
0.005,0,6,3.7155e-188,0.77565
0.005,0,7,3.1082e-171,3.3629e-05
0.005,0,8,3.8145e-156,2.9002e-05
0.005,0,9,1.852e-140,2.142e-05
0.005,0,10,7.6229e-126,1.8848e-05
0.005,0,1,0,1.0672
0.005,0,2,9.3399e-282,0.99978
0.005,0,3,9.6108e-250,1.0547
0.005,0,4,4.1349e-226,1.0635
0.005,0,5,9.4768e-206,1.0119
0.005,0,6,1.712e-187,8.0685e-05
0.005,0,7,4.2636e-171,4.076e-05
0.005,0,8,5.8371e-156,2.1651e-05
0.005,0,9,1.0086e-140,2.0587e-05
0.005,0,10,1.7756e-126,1.9991e-05
0.005,0,1,0,1.0419
0.005,0,2,3.0949e-267,2.356
0.005,0,3,1.5385e-242,2.9877
0.005,0,4,6.7785e-221,1.7568
0.005,0,5,2.0728e-203,1.0322
0.005,0,6,1.3542e-186,1.1725
0.005,0,7,1.5366e-170,3.0285e-05
0.005,0,8,3.9226e-155,2.7737e-05
0.005,0,9,3.6263e-140,1.3771e-05
0.005,0,10,3.6472e-126,5.5642e-06
0.005,0,1,0,1.0175
0.005,0,2,2.9376e-266,1.09
0.005,0,3,8.0528e-240,1.0415
0.005,0,4,4.2087e-221,1.1353
0.005,0,5,1.6945e-203,1.0675
0.005,0,6,3.2027e-187,5.2955e-05
0.005,0,7,3.6616e-171,2.0874e-05
0.005,0,8,1.2596e-155,1.617e-05
0.005,0,9,2.3429e-141,1.446e-05
0.005,0,10,1.5688e-127,1.5691e-05
0.005,0,1,0,1.0538
0.005,0,2,5.4602e-272,16.6308
0.005,0,3,1.915e-245,1.0049
0.005,0,4,2.8981e-221,1.8373
0.005,0,5,1.1658e-203,1.0418
0.005,0,6,8.2495e-187,2.4804e-05
0.005,0,7,1.0076e-170,1.6509e-05
0.005,0,8,4.5966e-156,1.8817e-05
0.005,0,9,1.6407e-140,1.4506e-05
0.005,0,10,8.1086e-127,6.565e-06
0.005,0,1,0,1.0381
0.005,0,2,1.7562e-265,1.0745
0.005,0,3,6.6918e-240,1.073
0.005,0,4,3.5985e-221,1.099
0.005,0,5,5.0089e-203,1.1164
0.005,0,6,3.5976e-186,1.102
0.005,0,7,5.578e-170,9.8021e-06
0.005,0,8,2.3226e-154,1.2545e-05
0.005,0,9,7.9416e-140,1.3304e-05
0.005,0,10,1.154e-125,6.3502e-06
0.005,0,1,0,1.0389
0.005,0,2,7.9798e-276,160.7671
