Reconstruction lambda,SNR,Data length,Log MSE on Weights
0.01,100,1,4.5542
0.01,100,51,1.2456
0.01,100,101,1.2454
0.01,100,151,1.5664
0.01,100,201,1.0115
0.01,100,251,0.73161
0.01,100,301,1.0765
0.01,100,351,1.0783
0.01,100,401,1.081
0.01,100,451,1.049
0.01,100,501,0.038591
0.01,100,551,0.038124
0.01,100,601,0.037898
0.01,100,651,0.037907
0.01,100,701,0.037768
0.01,100,751,0.037636
0.01,100,801,0.037519
0.01,100,851,0.037382
0.01,100,901,0.037237
0.01,100,951,0.037097
